,Word,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),e,t,a,o,i,th,he,in,er,an,Frequency
181,agape,0.0,1.9801980198019802,17.82178217821782,35.64356435643564,26.732673267326735,14.85148514851485,2.9702970297029703,1,0,2,0,0,0,0,0,0,0,1.0922115999999998e-06
182,voice,1.0,5.0,24.0,35.0,25.0,9.0,1.0,1,0,0,1,1,0,0,0,0,0,0.0002077896
183,stead,0.9900990099009901,5.9405940594059405,19.801980198019802,26.732673267326735,27.722772277227726,15.841584158415841,2.9702970297029703,1,1,1,0,0,0,0,0,0,0,2.429294e-06
184,berth,0.0,7.000000000000001,24.0,35.0,24.0,9.0,1.0,1,1,0,0,0,1,0,0,1,0,1.70556e-06
185,madam,0.0,2.9702970297029703,12.871287128712872,34.65346534653465,33.663366336633665,13.861386138613863,1.9801980198019802,0,0,2,0,0,0,0,0,0,0,7.3336720000000015e-06
186,night,1.0,8.0,27.0,27.0,17.0,13.0,7.000000000000001,0,1,0,0,1,0,0,0,0,0,0.0002603856
187,bland,0.0,7.142857142857142,31.63265306122449,38.775510204081634,18.367346938775512,4.081632653061225,0.0,0,0,1,0,0,0,0,0,0,1,2.967486e-06
188,liver,0.0,4.040404040404041,16.161616161616163,26.262626262626267,25.252525252525253,20.2020202020202,8.080808080808081,1,0,0,0,1,0,0,0,1,0,2.454614e-05
189,wedge,0.0,1.9801980198019802,10.891089108910892,31.683168316831683,36.633663366336634,16.831683168316832,1.9801980198019802,2,0,0,0,0,0,0,0,0,0,4.073570000000001e-06
190,roomy,0.0,2.0,17.0,41.0,28.000000000000004,10.0,2.0,0,0,0,2,0,0,0,0,0,0,4.4344220000000005e-07
191,wacky,0.0,3.0303030303030303,18.181818181818183,39.39393939393939,27.27272727272727,10.1010101010101,2.0202020202020203,0,0,1,0,0,0,0,0,0,0,3.55536e-07
192,flock,0.0,4.0,22.0,37.0,27.0,9.0,1.0,0,0,0,1,0,0,0,0,0,0,6.199398e-06
193,angry,0.0,5.05050505050505,27.27272727272727,38.38383838383838,21.21212121212121,7.07070707070707,1.0101010101010102,0,0,1,0,0,0,0,0,0,1,4.058566e-05
194,trite,0.0,4.0,14.000000000000002,22.0,22.0,23.0,15.0,1,2,0,0,1,0,0,0,0,0,5.52296e-07
195,aphid,0.0,6.0,24.0,36.0,23.0,9.0,2.0,0,0,1,0,1,0,0,0,0,0,4.014522e-07
196,tryst,0.0,3.0,26.0,41.0,23.0,6.0,1.0,0,2,0,0,0,0,0,0,0,0,4.522726e-07
197,midge,0.0,2.0202020202020203,18.181818181818183,39.39393939393939,28.28282828282828,10.1010101010101,2.0202020202020203,1,0,0,0,1,0,0,0,0,0,4.2917e-07
198,power,2.0202020202020203,6.0606060606060606,19.19191919191919,29.292929292929294,24.242424242424242,15.151515151515152,4.040404040404041,1,0,0,1,0,0,0,0,1,0,0.0003364674
199,elope,0.0,4.040404040404041,22.22222222222222,32.323232323232325,26.262626262626267,13.131313131313133,2.0202020202020203,2,0,0,1,0,0,0,0,0,0,2.621828e-07
200,cinch,0.0,1.9801980198019802,14.85148514851485,23.762376237623762,21.782178217821784,24.752475247524753,12.871287128712872,0,0,0,0,1,0,0,1,0,0,3.410194e-07
201,motto,0.0,1.0101010101010102,11.11111111111111,36.36363636363637,36.36363636363637,14.14141414141414,1.0101010101010102,0,2,0,2,0,0,0,0,0,0,2.922292e-06
202,stomp,0.0,7.07070707070707,26.262626262626267,32.323232323232325,21.21212121212121,11.11111111111111,2.0202020202020203,0,1,0,1,0,0,0,0,0,0,7.949276e-07
203,upset,0.0,5.0,30.0,38.0,20.0,6.0,1.0,1,1,0,0,0,0,0,0,0,0,1.929382e-05
204,bluff,0.0,2.0,14.000000000000002,42.0,31.0,10.0,1.0,0,0,0,0,0,0,0,0,0,0,3.2540700000000003e-06
205,cramp,1.0101010101010102,8.080808080808081,26.262626262626267,33.33333333333333,19.19191919191919,10.1010101010101,2.0202020202020203,0,0,1,0,0,0,0,0,0,0,8.174342000000001e-07
206,quart,0.0,5.0,20.0,33.0,27.0,13.0,2.0,0,1,1,0,0,0,0,0,0,0,1.810286e-06
207,coyly,0.0,0.0,4.040404040404041,17.17171717171717,28.28282828282828,35.35353535353536,15.151515151515152,0,0,0,1,0,0,0,0,0,0,4.2538860000000003e-07
208,youth,0.9900990099009901,4.9504950495049505,16.831683168316832,30.693069306930692,28.71287128712871,14.85148514851485,2.9702970297029703,0,1,0,1,0,1,0,0,0,0,5.324114e-05
209,rhyme,0.0,4.040404040404041,22.22222222222222,39.39393939393939,25.252525252525253,8.080808080808081,1.0101010101010102,1,0,0,0,0,0,0,0,0,0,3.20681e-06
210,buggy,0.0,1.0,9.0,28.999999999999996,34.0,22.0,5.0,0,0,0,0,0,0,0,0,0,0,2.064934e-06
211,alien,3.0303030303030303,17.17171717171717,31.313131313131315,29.292929292929294,15.151515151515152,4.040404040404041,0.0,1,0,1,0,1,0,0,0,0,0,1.2803640000000002e-05
212,smear,0.0,2.0,16.0,39.0,28.999999999999996,12.0,2.0,1,0,1,0,0,0,0,0,0,0,2.323496e-06
213,unfit,0.0,3.0,24.0,38.0,25.0,9.0,1.0,0,1,0,0,1,0,0,0,0,0,2.294658e-06
214,patty,0.0,2.0202020202020203,16.161616161616163,39.39393939393939,29.292929292929294,12.121212121212121,1.0101010101010102,0,2,1,0,0,0,0,0,0,0,3.3401740000000004e-06
215,cling,0.0,4.0,20.0,34.0,27.0,13.0,2.0,0,0,0,0,1,0,0,1,0,0,3.426112e-06
216,glean,0.0,6.0606060606060606,23.232323232323232,37.37373737373738,24.242424242424242,8.080808080808081,1.0101010101010102,1,0,1,0,0,0,0,0,0,1,8.634564e-07
217,label,0.0,4.0,18.0,32.0,28.999999999999996,15.0,2.0,1,0,1,0,0,0,0,0,0,0,1.890204e-05
218,hunky,0.0,1.0101010101010102,11.11111111111111,33.33333333333333,25.252525252525253,22.22222222222222,7.07070707070707,0,0,0,0,0,0,0,0,0,0,2.73659e-07
219,khaki,0.0,2.0,17.0,33.0,28.000000000000004,16.0,4.0,0,0,1,0,1,0,0,0,0,0,1.3224e-06
220,poker,0.0,4.0,17.0,30.0,27.0,17.0,5.0,1,0,0,1,0,0,0,0,1,0,3.473986e-06
221,gruel,0.0,3.0,19.0,39.0,28.999999999999996,9.0,1.0,1,0,0,0,0,0,0,0,0,0,4.168376e-07
222,twice,0.9900990099009901,5.9405940594059405,27.722772277227726,37.62376237623762,20.792079207920793,5.9405940594059405,0.9900990099009901,1,1,0,0,1,0,0,0,0,0,3.774542e-05
223,twang,0.0,2.9702970297029703,21.782178217821784,42.57425742574257,24.752475247524753,6.9306930693069315,0.9900990099009901,0,1,1,0,0,0,0,0,0,1,4.465396000000001e-07
224,shrug,0.0,4.0,23.0,36.0,26.0,10.0,1.0,0,0,0,0,0,0,0,0,0,0,5.191166000000001e-06
225,treat,0.9900990099009901,21.782178217821784,31.683168316831683,25.742574257425744,13.861386138613863,4.9504950495049505,0.9900990099009901,1,2,1,0,0,0,0,0,0,0,3.3986900000000005e-05
226,waste,1.0,7.000000000000001,19.0,27.0,24.0,17.0,5.0,1,1,1,0,0,0,0,0,0,0,4.196058e-05
227,merit,0.0,7.07070707070707,33.33333333333333,37.37373737373738,17.17171717171717,5.05050505050505,0.0,1,1,0,0,1,0,0,0,1,0,9.969728e-06
228,woven,0.0,2.0202020202020203,13.131313131313133,32.323232323232325,32.323232323232325,17.17171717171717,3.0303030303030303,1,0,0,1,0,0,0,0,0,0,5.161908e-06
229,needy,0.0,2.0,21.0,41.0,26.0,9.0,1.0,2,0,0,0,0,0,0,0,0,0,3.5299500000000004e-06
230,clown,0.9900990099009901,7.920792079207921,28.71287128712871,35.64356435643564,19.801980198019802,5.9405940594059405,0.9900990099009901,0,0,0,1,0,0,0,0,0,0,2.5680060000000004e-06
231,irony,0.0,6.0606060606060606,29.292929292929294,34.34343434343434,21.21212121212121,8.080808080808081,1.0101010101010102,0,0,0,1,1,0,0,0,0,0,7.745302e-06
232,ruder,0.0,2.0,16.0,33.0,28.999999999999996,16.0,4.0,1,0,0,0,0,0,0,0,1,0,1.71637e-07
233,gauze,0.0,1.9801980198019802,10.891089108910892,23.762376237623762,30.693069306930692,24.752475247524753,7.920792079207921,1,0,1,0,0,0,0,0,0,0,1.7240499999999998e-06
234,chief,1.0,6.0,32.0,38.0,18.0,5.0,0.0,1,0,0,0,1,0,0,0,0,0,6.500580000000001e-05
235,onset,0.0,3.9603960396039604,28.71287128712871,39.603960396039604,20.792079207920793,5.9405940594059405,0.9900990099009901,1,1,0,1,0,0,0,0,0,0,1.510934e-05
236,prize,0.0,5.0,12.0,20.0,32.0,26.0,5.0,1,0,0,0,1,0,0,0,0,0,1.4332400000000002e-05
237,fungi,0.0,2.0202020202020203,18.181818181818183,41.41414141414141,28.28282828282828,9.090909090909092,1.0101010101010102,0,0,0,0,1,0,0,0,0,0,5.215697999999999e-06
238,charm,0.9900990099009901,11.881188118811881,31.683168316831683,33.663366336633665,15.841584158415841,4.9504950495049505,0.9900990099009901,0,0,1,0,0,0,0,0,0,0,1.0215244e-05
239,gully,0.0,1.0,9.0,27.0,31.0,25.0,7.000000000000001,0,0,0,0,0,0,0,0,0,0,1.280928e-06
240,inter,0.0,6.0606060606060606,25.252525252525253,36.36363636363637,23.232323232323232,8.080808080808081,1.0101010101010102,1,1,0,0,1,0,0,1,1,0,1.81771e-05
241,whoop,0.0,0.9900990099009901,15.841584158415841,46.53465346534654,28.71287128712871,6.9306930693069315,0.9900990099009901,0,0,0,2,0,0,0,0,0,0,8.112173999999999e-07
242,taunt,0.0,4.0,19.0,27.0,21.0,16.0,13.0,0,2,1,0,0,0,0,0,0,0,1.019362e-06
243,leery,0.0,3.0303030303030303,17.17171717171717,37.37373737373738,28.28282828282828,12.121212121212121,2.0202020202020203,2,0,0,0,0,0,0,0,1,0,3.29028e-07
244,class,0.0,4.040404040404041,21.21212121212121,32.323232323232325,22.22222222222222,13.131313131313133,7.07070707070707,0,0,1,0,0,0,0,0,0,0,0.000162074
245,theme,0.0,8.080808080808081,29.292929292929294,40.4040404040404,18.181818181818183,4.040404040404041,0.0,2,1,0,0,0,1,1,0,0,0,2.572092e-05
246,lofty,0.0,4.0,19.0,34.0,27.0,13.0,3.0,0,1,0,1,0,0,0,0,0,0,4.62448e-06
247,tibia,0.0,1.0101010101010102,14.14141414141414,40.4040404040404,30.303030303030305,12.121212121212121,2.0202020202020203,0,1,1,0,2,0,0,0,0,0,1.400848e-06
248,booze,0.0,1.0,7.000000000000001,27.0,38.0,23.0,4.0,1,0,0,2,0,0,0,0,0,0,1.9134640000000003e-06
249,alpha,0.0,3.0,19.0,40.0,28.000000000000004,9.0,1.0,0,0,2,0,0,0,0,0,0,0,1.23883e-05
250,thyme,1.0101010101010102,5.05050505050505,24.242424242424242,41.41414141414141,23.232323232323232,5.05050505050505,0.0,1,1,0,0,0,1,0,0,0,0,2.429484e-06
251,doubt,1.0101010101010102,12.121212121212121,32.323232323232325,34.34343434343434,16.161616161616163,4.040404040404041,0.0,0,1,0,1,0,0,0,0,0,0,7.28667e-05
252,parer,0.0,0.0,4.0,11.0,15.0,22.0,48.0,1,0,1,0,0,0,0,0,1,0,3.100232e-08
253,chute,0.0,11.11111111111111,37.37373737373738,36.36363636363637,12.121212121212121,3.0303030303030303,0.0,1,1,0,0,0,0,0,0,0,0,1.157864e-06
254,stick,1.0101010101010102,9.090909090909092,36.36363636363637,35.35353535353536,14.14141414141414,4.040404040404041,0.0,0,1,0,0,1,0,0,0,0,0,2.80941e-05
255,trice,0.0,5.0,24.0,25.0,18.0,17.0,11.0,1,1,0,0,1,0,0,0,0,0,2.999868e-07
256,alike,0.0,6.0,20.0,33.0,27.0,12.0,2.0,1,0,1,0,1,0,0,0,0,0,1.421084e-05
257,recap,0.0,5.0,30.0,35.0,21.0,8.0,1.0,1,0,1,0,0,0,0,0,0,0,7.43256e-07
258,saint,1.0,14.000000000000002,35.0,28.999999999999996,15.0,5.0,1.0,0,1,1,0,1,0,0,1,0,0,2.562898e-05
259,glory,0.0,6.0606060606060606,30.303030303030305,39.39393939393939,19.19191919191919,5.05050505050505,0.0,0,0,0,1,0,0,0,0,0,0,2.791356e-05
260,grate,1.0101010101010102,14.14141414141414,29.292929292929294,28.28282828282828,16.161616161616163,8.080808080808081,3.0303030303030303,1,1,1,0,0,0,0,0,0,0,2.002478e-06
261,admit,0.0,10.0,25.0,34.0,22.0,8.0,1.0,0,1,1,0,1,0,0,0,0,0,2.819082e-05
262,brisk,0.0,5.1020408163265305,23.46938775510204,38.775510204081634,24.489795918367346,7.142857142857142,1.0204081632653061,0,0,0,0,1,0,0,0,0,0,2.858436e-06
263,soggy,0.0,2.0202020202020203,18.181818181818183,38.38383838383838,28.28282828282828,11.11111111111111,2.0202020202020203,0,0,0,1,0,0,0,0,0,0,9.3928e-07
264,usurp,0.0,3.061224489795918,21.428571428571427,38.775510204081634,26.53061224489796,9.183673469387756,1.0204081632653061,0,0,0,0,0,0,0,0,0,0,5.600184e-07
265,scald,0.0,4.0,23.0,36.0,24.0,11.0,2.0,0,0,1,0,0,0,0,0,0,0,2.44763e-07
266,scorn,0.0,7.920792079207921,30.693069306930692,34.65346534653465,19.801980198019802,5.9405940594059405,0.9900990099009901,0,0,0,1,0,0,0,0,0,0,3.7864e-06
267,leave,0.0,4.081632653061225,16.3265306122449,34.69387755102041,31.63265306122449,12.244897959183673,1.0204081632653061,2,0,1,0,0,0,0,0,0,0,0.0001592637999999
268,twine,0.0,6.0,28.000000000000004,40.0,20.0,5.0,1.0,1,1,0,0,1,0,0,1,0,0,1.080312e-06
269,sting,0.9803921568627451,9.803921568627452,29.411764705882355,32.35294117647059,17.647058823529413,7.8431372549019605,1.9607843137254901,0,1,0,0,1,0,0,1,0,0,4.37337e-06
270,bough,0.0,3.0303030303030303,17.17171717171717,35.35353535353536,28.28282828282828,13.131313131313133,3.0303030303030303,0,0,0,1,0,0,0,0,0,0,9.064482e-07
271,march,0.0,9.0,30.0,35.0,19.0,6.0,1.0,0,0,1,0,0,0,0,0,0,0,8.400524e-05
272,sloth,1.0101010101010102,10.1010101010101,38.38383838383838,34.34343434343434,13.131313131313133,3.0303030303030303,0.0,0,1,0,1,0,1,0,0,0,0,8.071266e-07
273,dandy,0.0,2.0,11.0,23.0,28.999999999999996,24.0,11.0,0,0,1,0,0,0,0,0,0,1,1.3049859999999998e-06
274,vigor,0.0,2.0202020202020203,15.151515151515152,35.35353535353536,31.313131313131315,14.14141414141414,2.0202020202020203,0,0,0,1,1,0,0,0,0,0,2.356196e-06
275,howdy,0.0,2.0,13.0,32.0,32.0,17.0,4.0,0,0,0,1,0,0,0,0,0,0,3.79938e-07
276,enjoy,0.0,3.0,12.0,28.999999999999996,33.0,20.0,3.0,1,0,0,1,0,0,0,0,0,0,4.206276e-05
277,valid,0.0,4.0,28.000000000000004,38.0,21.0,8.0,1.0,0,0,1,0,1,0,0,0,0,0,2.209962e-05
278,ionic,0.0,2.0,13.0,25.0,28.000000000000004,21.0,11.0,0,0,0,1,2,0,0,0,0,0,5.003394e-06
279,equal,0.0,4.9504950495049505,22.772277227722775,34.65346534653465,24.752475247524753,10.891089108910892,1.9801980198019802,1,0,1,0,0,0,0,0,0,0,6.838432e-05
280,floor,0.0,3.0,23.0,44.0,24.0,6.0,0.0,0,0,0,2,0,0,0,0,0,0,0.0001055945399999
281,catch,0.0,7.07070707070707,18.181818181818183,20.2020202020202,15.151515151515152,16.161616161616163,23.232323232323232,0,1,1,0,0,0,0,0,0,0,4.149696e-05
282,spade,1.0,8.0,28.999999999999996,36.0,19.0,6.0,1.0,1,0,1,0,0,0,0,0,0,0,1.860398e-06
283,stein,0.9900990099009901,11.881188118811881,33.663366336633665,31.683168316831683,15.841584158415841,4.9504950495049505,0.9900990099009901,1,1,0,0,1,0,0,1,0,0,5.125034e-06
284,exist,0.0,5.05050505050505,24.242424242424242,38.38383838383838,23.232323232323232,8.080808080808081,1.0101010101010102,1,1,0,0,1,0,0,0,0,0,5.284166e-05
285,quirk,0.0,3.0,23.0,39.0,24.0,9.0,2.0,0,0,0,0,1,0,0,0,0,0,9.261552e-07
286,denim,0.0,5.05050505050505,29.292929292929294,40.4040404040404,20.2020202020202,5.05050505050505,0.0,1,0,0,0,1,0,0,0,0,0,1.5921079999999998e-06
287,grove,0.0,4.0,18.0,30.0,28.000000000000004,17.0,3.0,1,0,0,1,0,0,0,0,0,0,7.545198e-06
288,spiel,0.0,6.9306930693069315,31.683168316831683,35.64356435643564,18.81188118811881,5.9405940594059405,0.9900990099009901,1,0,0,0,1,0,0,0,0,0,3.862912e-07
289,mummy,0.0,0.9900990099009901,3.9603960396039604,13.861386138613863,26.732673267326735,36.633663366336634,17.82178217821782,0,0,0,0,0,0,0,0,0,0,3.6918080000000006e-06
290,fault,0.0,7.000000000000001,27.0,35.0,22.0,8.0,1.0,0,1,1,0,0,0,0,0,0,0,3.070892e-05
291,foggy,0.0,2.0,13.0,35.0,32.0,15.0,3.0,0,0,0,1,0,0,0,0,0,0,1.39071e-06
292,flout,0.0,6.0,28.000000000000004,37.0,21.0,7.000000000000001,1.0,0,1,0,1,0,0,0,0,0,0,2.2369660000000003e-07
293,carry,0.0,4.0,22.0,35.0,24.0,12.0,3.0,0,0,1,0,0,0,0,0,0,0,5.760598e-05
294,sneak,0.0,7.000000000000001,28.000000000000004,36.0,21.0,7.000000000000001,1.0,1,0,1,0,0,0,0,0,0,0,4.479848e-06
295,libel,0.0,3.0,15.0,32.0,32.0,16.0,2.0,1,0,0,0,1,0,0,0,0,0,1.56705e-06
296,waltz,0.0,2.0202020202020203,11.11111111111111,29.292929292929294,35.35353535353536,19.19191919191919,3.0303030303030303,0,1,1,0,0,0,0,0,0,0,2.000238e-06
297,aptly,0.0,2.9702970297029703,25.742574257425744,40.5940594059406,22.772277227722775,6.9306930693069315,0.9900990099009901,0,1,1,0,0,0,0,0,0,0,2.059358e-06
298,piney,0.0,0.9900990099009901,13.861386138613863,36.633663366336634,32.67326732673268,13.861386138613863,1.9801980198019802,1,0,0,0,1,0,0,1,0,0,2.0556020000000006e-07
299,inept,0.0,5.88235294117647,29.411764705882355,38.23529411764706,19.607843137254903,5.88235294117647,0.9803921568627451,1,1,0,0,1,0,0,1,0,0,8.402978000000001e-07
300,aloud,1.0,18.0,31.0,30.0,15.0,4.0,1.0,0,0,1,1,0,0,0,0,0,0,1.154556e-05
301,photo,0.0,5.0,34.0,43.0,15.0,3.0,0.0,0,1,0,2,0,0,0,0,0,0,2.845882e-05
302,dream,5.05050505050505,14.14141414141414,31.313131313131315,29.292929292929294,15.151515151515152,4.040404040404041,1.0101010101010102,1,0,1,0,0,0,0,0,0,0,5.380156e-05
303,stale,1.9801980198019802,18.81188118811881,29.7029702970297,26.732673267326735,14.85148514851485,5.9405940594059405,1.9801980198019802,1,1,1,0,0,0,0,0,0,0,2.71308e-06
304,begin,0.0,6.0606060606060606,26.262626262626267,36.36363636363637,23.232323232323232,7.07070707070707,1.0101010101010102,1,0,0,0,1,0,0,1,0,0,7.206562e-05
305,spell,0.0,4.040404040404041,24.242424242424242,37.37373737373738,24.242424242424242,9.090909090909092,1.0101010101010102,1,0,0,0,0,0,0,0,0,0,1.427038e-05
306,rainy,0.9900990099009901,15.841584158415841,37.62376237623762,30.693069306930692,10.891089108910892,2.9702970297029703,0.9900990099009901,0,0,1,0,1,0,0,1,0,0,3.3627880000000003e-06
307,unite,1.0,11.0,31.0,33.0,18.0,5.0,1.0,1,1,0,0,1,0,0,0,0,0,4.5379440000000006e-06
308,medal,0.0,5.0,25.0,38.0,23.0,8.0,1.0,1,0,1,0,0,0,0,0,0,0,4.475189999999999e-06
309,valet,0.0,4.040404040404041,22.22222222222222,38.38383838383838,25.252525252525253,9.090909090909092,1.0101010101010102,1,1,1,0,0,0,0,0,0,0,2.005048e-06
310,inane,0.0,8.0,25.0,30.0,21.0,13.0,3.0,1,0,1,0,1,0,0,1,0,1,4.6282300000000004e-07
311,maple,1.0101010101010102,6.0606060606060606,26.262626262626267,36.36363636363637,21.21212121212121,8.080808080808081,1.0101010101010102,1,0,1,0,0,0,0,0,0,0,4.425158e-06
312,snarl,0.0,5.0,21.0,31.0,24.0,15.0,4.0,0,0,1,0,0,0,0,0,0,0,1.491962e-06
313,baker,0.0,5.0,16.0,23.0,24.0,22.0,10.0,1,0,1,0,0,0,0,0,1,0,1.376426e-05
314,there,0.0,14.000000000000002,35.0,33.0,14.000000000000002,4.0,0.0,2,1,0,0,0,1,1,0,1,0,0.001763988
315,glyph,0.0,2.0,23.0,49.0,20.0,5.0,1.0,0,0,0,0,0,0,0,0,0,0,3.1236520000000004e-07
316,avert,0.0,7.000000000000001,26.0,35.0,22.0,9.0,1.0,1,1,1,0,0,0,0,0,1,0,1.7037139999999998e-06
317,brave,0.9900990099009901,5.9405940594059405,16.831683168316832,26.732673267326735,26.732673267326735,17.82178217821782,4.9504950495049505,1,0,1,0,0,0,0,0,0,0,1.560208e-05
318,axiom,0.0,5.0,19.0,33.0,27.0,13.0,3.0,0,0,1,1,1,0,0,0,0,0,1.9975440000000003e-06
319,prime,1.0,10.0,26.0,32.0,21.0,9.0,1.0,1,0,0,0,1,0,0,0,0,0,3.1051880000000005e-05
320,drive,1.0,12.0,32.0,30.0,18.0,6.0,1.0,1,0,0,0,1,0,0,0,0,0,6.78319e-05
321,feast,4.9504950495049505,12.871287128712872,24.752475247524753,26.732673267326735,18.81188118811881,9.900990099009901,1.9801980198019802,1,1,1,0,0,0,0,0,0,0,1.1086804e-05
322,itchy,0.0,8.0,28.000000000000004,40.0,18.0,5.0,1.0,0,1,0,0,1,0,0,0,0,0,8.960059999999999e-07
323,clean,1.0,17.0,36.0,31.0,12.0,3.0,0.0,1,0,1,0,0,0,0,0,0,1,5.083136e-05
324,happy,0.0,6.0606060606060606,28.28282828282828,39.39393939393939,19.19191919191919,6.0606060606060606,1.0101010101010102,0,0,1,0,0,0,0,0,0,0,9.546254e-05
325,tepid,0.0,10.1010101010101,38.38383838383838,35.35353535353536,13.131313131313133,3.0303030303030303,0.0,1,1,0,0,1,0,0,0,0,0,6.916036e-07
326,undue,0.0,2.9702970297029703,18.81188118811881,34.65346534653465,28.71287128712871,12.871287128712872,1.9801980198019802,1,0,0,0,0,0,0,0,0,0,3.022344e-06
327,study,0.0,6.0,30.0,33.0,19.0,10.0,2.0,0,1,0,0,0,0,0,0,0,0,0.0002589493999999
328,eject,0.0,2.0,11.0,35.0,36.0,14.000000000000002,2.0,2,1,0,0,0,0,0,0,0,0,5.02315e-07
329,chafe,0.0,6.0606060606060606,30.303030303030305,33.33333333333333,19.19191919191919,9.090909090909092,2.0202020202020203,1,0,1,0,0,0,0,0,0,0,3.5859320000000005e-07
330,torso,0.0,4.040404040404041,35.35353535353536,36.36363636363637,17.17171717171717,6.0606060606060606,1.0101010101010102,0,1,0,2,0,0,0,0,0,0,4.155722e-06
331,adore,1.9801980198019802,16.831683168316832,31.683168316831683,28.71287128712871,14.85148514851485,4.9504950495049505,0.9900990099009901,1,0,1,1,0,0,0,0,0,0,2.045672e-06
332,woken,0.0,2.0,10.0,25.0,36.0,23.0,4.0,1,0,0,1,0,0,0,0,0,0,2.74157e-06
333,amber,0.0,6.0,22.0,33.0,24.0,12.0,3.0,1,0,1,0,0,0,0,0,1,0,8.013106e-06
334,joust,0.0,6.0,28.999999999999996,34.0,21.0,8.0,2.0,0,1,0,1,0,0,0,0,0,0,2.180454e-07
335,infer,0.0,3.061224489795918,19.387755102040817,33.6734693877551,26.53061224489796,14.285714285714285,3.061224489795918,1,0,0,0,1,0,0,1,1,0,4.191756000000001e-06
336,braid,0.0,10.204081632653061,36.734693877551024,35.714285714285715,14.285714285714285,3.061224489795918,0.0,0,0,1,0,1,0,0,0,0,0,2.083498e-06
337,knock,0.0,3.0,18.0,43.0,27.0,8.0,1.0,0,0,0,1,0,0,0,0,0,0,1.489196e-05
338,naive,1.0,7.000000000000001,24.0,32.0,24.0,11.0,1.0,1,0,1,0,1,0,0,0,0,0,3.747224e-06
339,apply,0.0,4.9504950495049505,27.722772277227726,37.62376237623762,21.782178217821784,6.9306930693069315,0.9900990099009901,0,0,1,0,0,0,0,0,0,0,5.697018e-05
340,spoke,0.0,6.0606060606060606,31.313131313131315,38.38383838383838,19.19191919191919,5.05050505050505,0.0,1,0,0,1,0,0,0,0,0,0,7.67222e-05
341,usual,0.0,3.0,20.0,39.0,27.0,10.0,1.0,0,0,1,0,0,0,0,0,0,0,4.76482e-05
342,rival,0.0,7.000000000000001,27.0,35.0,22.0,8.0,1.0,0,0,1,0,1,0,0,0,0,0,9.911916e-06
343,probe,0.0,6.0,24.0,32.0,24.0,11.0,3.0,1,0,0,1,0,0,0,0,0,0,8.528416e-06
344,chord,0.0,7.000000000000001,39.0,38.0,13.0,3.0,0.0,0,0,0,1,0,0,0,0,0,0,3.783996e-06
345,taper,0.0,8.0,28.000000000000004,30.0,20.0,11.0,3.0,1,1,1,0,0,0,0,0,1,0,1.4024260000000002e-06
346,slate,6.0606060606060606,14.14141414141414,33.33333333333333,27.27272727272727,13.131313131313133,5.05050505050505,1.0101010101010102,1,1,1,0,0,0,0,0,0,0,3.560934e-06
347,third,0.9900990099009901,9.900990099009901,46.53465346534654,31.683168316831683,8.91089108910891,1.9801980198019802,0.0,0,1,0,0,1,1,0,0,0,0,0.0001554121999999
348,lunar,0.0,5.1020408163265305,32.6530612244898,40.816326530612244,17.346938775510203,4.081632653061225,0.0,0,0,1,0,0,0,0,0,0,0,3.323736e-06
349,excel,0.0,1.0101010101010102,13.131313131313133,34.34343434343434,34.34343434343434,15.151515151515152,2.0202020202020203,2,0,0,0,0,0,0,0,0,0,6.2910320000000005e-06
350,aorta,0.0,6.9306930693069315,25.742574257425744,34.65346534653465,19.801980198019802,9.900990099009901,2.9702970297029703,0,1,2,1,0,0,0,0,0,0,2.842526e-06
351,poise,1.9801980198019802,10.891089108910892,33.663366336633665,31.683168316831683,14.85148514851485,5.9405940594059405,0.9900990099009901,1,0,0,1,1,0,0,0,0,0,1.100621e-06
352,extra,1.0,5.0,20.0,35.0,28.000000000000004,10.0,1.0,1,1,1,0,0,0,0,0,0,0,3.939072e-05
353,judge,0.0,2.0202020202020203,8.080808080808081,16.161616161616163,26.262626262626267,33.33333333333333,14.14141414141414,1,0,0,0,0,0,0,0,0,0,5.186556e-05
354,condo,0.0,2.0,17.0,35.0,28.999999999999996,14.000000000000002,3.0,0,0,0,2,0,0,0,0,0,0,1.960344e-06
355,impel,0.0,3.0303030303030303,21.21212121212121,40.4040404040404,25.252525252525253,9.090909090909092,1.0101010101010102,1,0,0,0,1,0,0,0,0,0,2.76137e-07
356,havoc,0.0,2.0,16.0,38.0,30.0,12.0,2.0,0,0,1,1,0,0,0,0,0,0,2.419932e-06
357,molar,0.0,4.040404040404041,21.21212121212121,38.38383838383838,26.262626262626267,9.090909090909092,1.0101010101010102,0,0,1,1,0,0,0,0,0,0,3.081168e-06
358,manly,0.0,2.0202020202020203,17.17171717171717,37.37373737373738,29.292929292929294,12.121212121212121,2.0202020202020203,0,0,1,0,0,0,0,0,0,1,3.1156760000000003e-06
